 0.005	1.8375
 0.010	1.8559
 0.015	1.8744
 0.020	1.8930
 0.025	1.9117
 0.030	1.9305
 0.035	1.9494
 0.040	1.9684
 0.045	1.9874
 0.050	2.0066
 0.055	2.0258
 0.060	2.0452
 0.065	2.0646
 0.070	2.0841
 0.075	2.1038
 0.080	2.1235
 0.085	2.1433
 0.090	2.1632
 0.095	2.1831
 0.100	2.2032
 0.105	2.2234
 0.110	2.2436
 0.115	2.2640
 0.120	2.2844
 0.125	2.3050
 0.130	2.3256
 0.135	2.3463
 0.140	2.3671
 0.145	2.3880
 0.150	2.4090
 0.155	2.4301
 0.160	2.4513
 0.165	2.4725
 0.170	2.4939
 0.175	2.5154
 0.180	2.5369
 0.185	2.5585
 0.190	2.5803
 0.195	2.6021
 0.200	2.6240
 0.205	2.6460
 0.210	2.6681
 0.215	2.6903
 0.220	2.7126
 0.225	2.7349
 0.230	2.7574
 0.235	2.7800
 0.240	2.8026
 0.245	2.8253
 0.250	2.8482
 0.255	0.0000
 0.260	2.8941
 0.265	0.0000
 0.270	2.9404
 0.275	2.9637
 0.280	2.9871
 0.285	3.0106
 0.290	3.0341
 0.295	3.0578
 0.300	3.0815
 0.305	0.0000
 0.310	3.1293
 0.315	3.1533
 0.320	3.1775
 0.325	3.2017
 0.330	3.2260
 0.335	3.2504
 0.340	3.2748
 0.345	3.2994
 0.350	3.3241
 0.355	0.0000
 0.360	3.3737
 0.365	3.3986
 0.370	3.4237
 0.375	3.4488
 0.380	3.4740
 0.385	3.4993
 0.390	0.0000
 0.395	3.5502
 0.400	3.5758
 0.405	3.6015
 0.410	3.6273
 0.415	3.6531
 0.420	3.6791
 0.425	3.7051
 0.430	3.7313
 0.435	3.7575
 0.440	3.7838
 0.445	3.8102
 0.450	3.8367
 0.455	3.8633
 0.460	3.8900
 0.465	3.9168
 0.470	3.9437
 0.475	0.0000
 0.480	3.9977
 0.485	4.0249
 0.490	4.0521
 0.495	4.0794
 0.500	4.1069
 0.505	4.1344
 0.510	4.1620
 0.515	4.1897
 0.520	4.2175
 0.525	4.2454
 0.530	4.2733
 0.535	4.3014
 0.540	4.3296
 0.545	4.3578
 0.550	4.3862
 0.555	4.4146
 0.560	4.4431
 0.565	4.4717
 0.570	4.5005
 0.575	4.5293
 0.580	4.5581
 0.585	4.5871
 0.590	4.6162
 0.595	0.0000
 0.600	0.0000
 0.605	4.7040
 0.610	4.7334
 0.615	4.7630
 0.620	4.7926
 0.625	4.8223
 0.630	0.0000
 0.635	4.8821
 0.640	4.9121
 0.645	4.9421
 0.650	4.9723
 0.655	5.0026
 0.660	5.0330
 0.665	5.0634
 0.670	5.0940
 0.675	5.1246
 0.680	5.1553
 0.685	5.1862
 0.690	5.2171
 0.695	5.2481
 0.700	5.2792
 0.705	5.3104
 0.710	5.3417
 0.715	5.3730
 0.720	5.4045
 0.725	5.4361
 0.730	0.0000
 0.735	5.4995
 0.740	5.5313
 0.745	5.5632
 0.750	5.5952
 0.755	5.6273
 0.760	0.0000
 0.765	0.0000
 0.770	5.7242
 0.775	5.7567
 0.780	5.7893
 0.785	5.8219
 0.790	0.0000
 0.795	5.8875
 0.800	5.9205
 0.805	5.9535
 0.810	5.9866
 0.815	6.0198
 0.820	6.0531
 0.825	6.0865
 0.830	6.1200
 0.835	6.1536
 0.840	6.1873
 0.845	6.2210
 0.850	6.2549
 0.855	6.2888
 0.860	6.3229
 0.865	6.3570
 0.870	6.3912
 0.875	6.4256
 0.880	6.4600
 0.885	6.4945
 0.890	6.5291
 0.895	6.5637
 0.900	6.5985
 0.905	6.6334
 0.910	0.0000
 0.915	6.7034
 0.920	6.7385
 0.925	6.7738
 0.930	6.8091
 0.935	6.8445
 0.940	0.0000
 0.945	6.9156
 0.950	6.9513
 0.955	6.9871
 0.960	7.0230
 0.965	7.0589
 0.970	0.0000
 0.975	7.1312
 0.980	7.1674
 0.985	7.2037
 0.990	7.2402
 0.995	7.2767
 1.000	7.3133
 1.005	7.3500
 1.010	7.3868
 1.015	7.4237
 1.020	7.4607
 1.025	7.4977
 1.030	7.5349
 1.035	0.0000
 1.040	0.0000
 1.045	7.6469
 1.050	7.6845
 1.055	7.7221
 1.060	7.7598
 1.065	0.0000
 1.070	7.8355
 1.075	7.8735
 1.080	7.9116
 1.085	7.9498
 1.090	7.9880
 1.095	8.0264
 1.100	8.0648
 1.105	8.1034
 1.110	8.1420
 1.115	8.1807
 1.120	8.2196
 1.125	8.2585
 1.130	8.2975
 1.135	8.3366
 1.140	8.3757
 1.145	8.4150
 1.150	8.4544
 1.155	8.4938
 1.160	0.0000
 1.165	8.5730
 1.170	8.6128
 1.175	8.6526
 1.180	8.6925
 1.185	8.7325
 1.190	8.7726
 1.195	8.8128
 1.200	0.0000
 1.205	8.8935
 1.210	8.9340
 1.215	8.9745
 1.220	9.0152
 1.225	9.0559
 1.230	9.0968
 1.235	9.1377
 1.240	9.1787
 1.245	9.2198
 1.250	9.2610
 1.255	9.3023
 1.260	9.3437
 1.265	0.0000
 1.270	9.4268
 1.275	0.0000
 1.280	0.0000
 1.285	0.0000
 1.290	9.5940
 1.295	9.6360
 1.300	9.6782
 1.305	0.0000
 1.310	9.7627
 1.315	9.8051
 1.320	9.8476
 1.325	9.8902
 1.330	9.9328
 1.335	9.9756
 1.340	10.0185
 1.345	10.0614
 1.350	10.1045
 1.355	10.1476
 1.360	10.1908
 1.365	10.2341
 1.370	10.2776
 1.375	10.3211
 1.380	10.3646
 1.385	10.4083
 1.390	10.4521
 1.395	10.4960
 1.400	10.5399
 1.405	10.5840
 1.410	0.0000
 1.415	10.6724
 1.420	10.7167
 1.425	10.7611
 1.430	10.8056
 1.435	10.8503
 1.440	10.8950
 1.445	10.9397
 1.450	10.9846
 1.455	11.0296
 1.460	11.0747
 1.465	11.1198
 1.470	11.1651
 1.475	0.0000
 1.480	11.2558
 1.485	11.3014
 1.490	11.3470
 1.495	11.3927
 1.500	11.4385
 1.505	11.4844
 1.510	11.5304
 1.515	11.5764
 1.520	11.6226
 1.525	11.6689
 1.530	0.0000
 1.535	11.7617
 1.540	11.8082
 1.545	11.8548
 1.550	11.9015
 1.555	11.9483
 1.560	11.9952
 1.565	12.0422
 1.570	12.0893
 1.575	12.1365
 1.580	12.1838
 1.585	0.0000
 1.590	12.2786
 1.595	12.3261
 1.600	12.3738
 1.605	12.4215
 1.610	12.4693
 1.615	12.5172
 1.620	12.5652
 1.625	12.6133
 1.630	12.6615
 1.635	12.7098
 1.640	0.0000
 1.645	12.8066
 1.650	12.8552
 1.655	12.9038
 1.660	12.9526
 1.665	13.0014
 1.670	13.0503
 1.675	0.0000
 1.680	13.1485
 1.685	13.1977
 1.690	13.2470
 1.695	0.0000
 1.700	13.3458
 1.705	13.3954
 1.710	13.4450
 1.715	13.4948
 1.720	13.5446
 1.725	13.5946
 1.730	0.0000
 1.735	0.0000
 1.740	13.7449
 1.745	13.7952
 1.750	13.8456
 1.755	13.8961
 1.760	13.9467
 1.765	13.9973
 1.770	14.0481
 1.775	14.0990
